order_id,order_date,order_time,store_id,region,channel,customer_id,customer_segment,category,subcategory,unit_price,quantity,gross_sales,net_sales,cost,profit,shipping_days,satisfaction_score,return_flag,financial_completeness_flag
59437,8/23/2024,2:27 PM,67,West,Online,1615,Consumer,Beauty,Skincare,65.41,2,130.82,86.47,57.27,29.21,9,2,0,Complete
33439,4/20/2023,5:24 AM,17,West,In Store,10273,Consumer,Beauty,Makeup,116.22,3,348.66,320.77,195.43,125.34,8,5,0,Complete
4220,5/3/2025,7:27 PM,2,Midwest,In Store,11942,Consumer,Grocery,Produce,45.18,1,45.18,26.97,19.48,7.50,9,2,0,Complete
9243,9/20/2024,2:37 PM,71,Northeast,Online,27686,Corporate,Home,Furniture,135.82,2,271.64,260.50,188.01,72.49,9,2,0,Complete
47482,5/18/2025,4:33 PM,2,West,Mobile App,11971,Home Office,Beauty,Makeup,87.11,6,522.66,415.51,328.43,87.09,7,2,0,Complete
41359,8/5/2023,11:10 PM,41,Northeast,In Store,11505,Consumer,Beauty,Haircare,88.27,1,88.27,71.50,53.81,17.69,2,1,0,Complete
56529,4/27/2024,5:20 PM,11,Midwest,Phone,5874,Home Office,Grocery,Snacks,48.01,0,0.00,0.00,0.00,0.00,9,2,0,Incomplete
54766,6/25/2025,3:19 PM,7,South,Mobile App,23323,Consumer,Beauty,Fragrance,27.29,5,136.45,127.17,78.94,48.23,7,5,0,Complete
9150,7/16/2023,3:03 PM,10,South,Phone,25443,Home Office,Grocery,Produce,124.53,2,249.06,162.39,126.30,36.08,4,3,0,Complete
35813,11/27/2024,12:41 AM,57,Midwest,In Store,2063,Consumer,Grocery,Beverages,15.99,5,79.95,61.40,45.52,15.88,6,5,1,Complete
47443,2/9/2025,5:10 PM,1,South,In Store,142,Consumer,Electronics,Accessories,54.54,1,54.54,41.78,28.19,13.58,1,2,0,Complete
7476,12/5/2025,5:10 AM,5,South,Phone,8538,Consumer,Apparel,Unknown,12.01,3,36.03,25.00,15.09,9.91,5,4,0,Complete
32123,3/13/2023,2:09 PM,29,South,Online,10950,Corporate,Beauty,Skincare,194.84,0,0.00,0.00,,,8,4,0,Incomplete
41700,5/8/2024,11:40 PM,47,West,Online,20420,Corporate,Beauty,Haircare,69.99,2,139.98,132.00,99.06,32.94,3,4,0,Complete
2808,4/1/2023,12:13 PM,72,South,Online,9517,Home Office,Apparel,Women,45.30,1,45.30,42.94,25.67,17.27,9,2,0,Complete
53093,5/28/2025,5:50 AM,64,Midwest,Online,20101,Consumer,Apparel,Kids,21.22,3,63.66,51.69,,,6,5,0,Incomplete
45154,3/18/2024,12:18 PM,58,Midwest,In Store,24463,Consumer,Home,Decor,128.90,2,257.80,191.80,153.36,38.44,3,5,0,Complete
18132,8/1/2025,8:35 AM,21,South,Online,22547,Consumer,Electronics,Laptops,43.71,2,87.42,,,,5,4,0,Incomplete
29659,12/18/2024,5:22 PM,9,Midwest,In Store,28812,Corporate,Beauty,Skincare,27.75,3,83.25,65.77,54.89,10.88,4,1,0,Complete
22568,5/19/2024,2:54 AM,76,West,Mobile App,13946,Consumer,Home,Furniture,95.75,1,95.75,80.72,54.20,26.52,8,4,1,Complete
1880,1/23/2024,4:30 PM,51,Northeast,Mobile App,4317,Home Office,Apparel,Men,54.59,0,0.00,0.00,0.00,0.00,7,2,0,Incomplete
17780,12/7/2024,7:27 AM,19,Northeast,Mobile App,24707,Consumer,Electronics,Accessories,36.12,3,108.36,45.73,,,4,3,0,Incomplete
56805,6/23/2025,7:58 AM,83,Northeast,Phone,12225,Corporate,Home,Kitchen,106.08,3,318.24,291.19,246.97,44.22,4,5,0,Complete
46990,6/14/2023,1:05 PM,47,South,Online,4761,Consumer,Beauty,Makeup,56.02,1,56.02,53.33,32.50,20.83,0,5,0,Complete
48476,9/8/2024,7:10 PM,27,Midwest,In Store,23804,Home Office,Home,Bedding,80.32,2,160.64,160.00,,,4,2,0,Incomplete
49332,11/13/2023,12:48 PM,32,South,Phone,11969,Corporate,Home,Kitchen,152.11,2,304.22,218.13,171.29,46.84,8,1,0,Complete
9633,3/17/2024,4:56 PM,67,Northeast,In Store,20345,Consumer,Electronics,Phones,158.06,4,632.24,486.82,369.48,117.35,7,3,0,Complete
44641,6/16/2024,1:52 PM,7,Northeast,Mobile App,23854,Home Office,Apparel,Women,38.42,3,115.26,59.24,35.58,23.66,1,1,0,Complete
30447,1/13/2025,5:33 AM,75,Northeast,Phone,6498,Consumer,Home,Decor,152.34,1,152.34,125.68,79.77,45.91,0,4,0,Complete
52275,11/22/2025,1:46 PM,10,West,Phone,2461,Corporate,Apparel,Kids,109.59,2,219.18,152.33,124.66,27.67,1,1,0,Complete
6949,9/3/2024,11:21 AM,8,Northeast,In Store,21123,Consumer,Apparel,Women,43.11,1,43.11,,,,9,4,0,Incomplete
21849,10/6/2024,2:35 PM,35,Midwest,Phone,28356,Corporate,Apparel,Shoes,52.18,3,156.54,145.43,99.48,45.94,8,1,0,Complete
19591,5/27/2024,9:35 AM,33,West,Mobile App,915,Consumer,Apparel,Men,89.76,3,269.28,212.19,153.31,58.88,9,1,0,Complete
26485,3/6/2023,8:20 PM,37,West,In Store,11224,Corporate,Grocery,Unknown,47.01,2,94.02,63.28,42.25,21.03,3,2,0,Complete
28042,11/4/2024,6:24 PM,77,South,In Store,14880,Consumer,Grocery,Beverages,46.56,6,279.36,252.26,148.00,104.26,2,4,0,Complete
6703,7/7/2024,8:54 PM,39,South,Phone,3660,Corporate,Electronics,Accessories,76.35,3,229.05,153.92,112.75,41.17,5,2,0,Complete
46530,12/12/2023,12:57 AM,12,West,In Store,18798,Consumer,Beauty,Fragrance,90.24,5,451.20,335.24,261.48,73.77,6,2,0,Complete
45436,6/8/2023,7:38 AM,78,South,Phone,9051,Consumer,Apparel,Kids,31.89,2,63.78,53.19,44.14,9.05,2,5,,Complete
44193,7/31/2024,1:45 AM,74,South,In Store,16347,Consumer,Electronics,Laptops,103.49,3,-310.47,-191.25,-124.12,-67.13,5,5,1,Complete
19247,11/5/2025,11:39 AM,68,South,In Store,13042,Consumer,Beauty,Haircare,58.49,0,0.00,0.00,0.00,0.00,5,2,0,Incomplete
33602,5/15/2025,1:35 PM,74,Midwest,In Store,29389,Consumer,Home,Bedding,57.96,4,231.84,190.57,116.58,73.99,0,4,0,Complete
907,12/26/2023,1:01 PM,14,Midwest,Online,919,Consumer,Home,Bedding,42.97,5,214.85,157.49,121.74,35.75,5,2,0,Complete
56334,4/30/2024,9:42 PM,54,West,In Store,8976,Consumer,Grocery,Beverages,56.19,4,224.76,149.02,106.95,42.06,6,3,0,Complete
40017,12/1/2023,7:54 AM,57,South,Online,1049,Consumer,Home,Bedding,58.46,3,175.38,140.30,,,8,2,0,Incomplete
31376,7/10/2025,9:41 AM,53,South,Phone,8887,Corporate,Grocery,Produce,57.01,2,114.02,86.54,66.82,19.72,4,2,,Complete
35999,1/17/2024,4:13 AM,83,South,In Store,17787,Corporate,Beauty,Makeup,155.97,3,467.91,410.36,258.21,152.15,6,5,0,Complete
51811,11/26/2024,10:54 AM,54,South,Online,20881,Consumer,Apparel,Women,50.08,3,150.24,117.49,83.40,34.09,1,5,0,Complete
18487,2/19/2025,10:09 PM,71,South,Online,23786,Corporate,Beauty,Skincare,101.51,4,406.04,366.65,240.29,126.37,6,2,0,Complete
57516,10/20/2023,12:42 AM,6,South,In Store,11170,Consumer,Beauty,Makeup,59.75,3,179.25,129.96,91.62,38.34,4,4,0,Complete
13798,7/31/2023,5:30 AM,58,Midwest,Online,24244,Consumer,Home,Bedding,51.94,4,207.76,185.95,148.85,37.09,2,3,0,Complete
37383,8/27/2025,3:49 AM,43,South,Phone,17205,Corporate,Apparel,Kids,47.21,1,47.21,40.22,25.55,14.68,5,4,0,Complete
7107,11/30/2025,10:15 AM,51,West,Mobile App,11912,Corporate,Grocery,Unknown,73.59,3,220.77,212.16,170.98,41.18,4,5,0,Complete
39365,11/2/2025,2:33 AM,37,South,Online,5107,Corporate,Beauty,Makeup,97.91,2,195.82,175.26,136.91,38.35,8,5,,Complete
44553,1/11/2024,4:44 AM,40,West,In Store,15293,Consumer,Beauty,Skincare,80.36,1,80.36,61.64,50.55,11.09,5,4,0,Complete
54547,1/14/2024,7:04 PM,78,West,Phone,13658,Consumer,Grocery,Produce,29.19,3,87.57,73.21,41.01,32.19,9,3,0,Complete
35176,11/19/2023,5:24 AM,62,West,In Store,4566,Home Office,Grocery,Beverages,70.87,2,141.74,127.28,77.31,49.98,8,2,0,Complete
28436,4/17/2023,7:58 PM,9,Midwest,In Store,27115,Consumer,Electronics,Phones,49.47,3,148.41,144.55,89.05,55.50,8,3,0,Complete
50092,5/26/2025,5:47 AM,28,West,Phone,14616,Consumer,Beauty,Skincare,58.35,3,175.05,118.51,67.34,51.17,9,4,0,Complete
59178,1/11/2023,11:14 PM,22,West,Phone,18766,Home Office,Electronics,Accessories,61.34,3,184.02,166.91,133.17,33.74,0,2,0,Complete
36230,7/26/2025,3:19 PM,81,Northeast,In Store,4859,Corporate,Apparel,Women,42.18,3,126.54,111.48,86.68,24.81,8,3,1,Complete
12893,3/22/2024,9:04 PM,73,Northeast,In Store,28252,Consumer,Beauty,Haircare,43.26,1,43.26,37.90,23.80,14.10,5,1,0,Complete
55604,6/15/2023,5:26 PM,49,South,Mobile App,29959,Corporate,Apparel,Men,50.00,4,200.00,122.80,91.71,31.09,3,5,0,Complete
54228,11/23/2025,6:28 PM,49,South,In Store,25344,Corporate,Home,Kitchen,77.60,2,155.20,133.32,96.31,37.00,4,5,0,Complete
35497,7/13/2023,6:41 AM,24,Northeast,Phone,8827,Home Office,Grocery,Unknown,39.23,0,0.00,0.00,0.00,0.00,7,3,0,Incomplete
22588,1/2/2023,11:55 AM,17,South,Mobile App,8096,Corporate,Beauty,Makeup,114.61,3,343.83,331.80,221.05,110.75,1,2,0,Complete
56869,1/8/2023,1:35 PM,28,Northeast,In Store,12620,Corporate,Grocery,Unknown,45.23,7,316.61,190.60,161.05,29.55,7,4,0,Complete
40649,10/10/2023,8:52 PM,66,South,In Store,14733,Home Office,Grocery,Beverages,211.00,4,844.00,726.68,435.21,291.47,4,3,0,Complete
37327,3/7/2023,2:09 PM,55,West,Phone,24477,Home Office,Grocery,Unknown,79.89,3,239.67,221.69,,,5,,0,Incomplete
47249,4/30/2023,8:05 AM,81,West,In Store,29205,Consumer,Grocery,Snacks,109.28,4,437.12,303.80,244.61,59.18,4,5,0,Complete
4658,2/28/2023,1:46 AM,77,West,Phone,698,Consumer,Home,Unknown,20.32,1,20.32,12.66,7.63,5.03,7,1,0,Complete
28006,4/14/2024,6:54 AM,77,Midwest,Phone,29302,Home Office,Electronics,Audio,17.95,3,53.85,46.53,26.18,20.35,6,5,0,Complete
20629,4/2/2024,1:12 PM,77,West,Mobile App,29568,Home Office,Grocery,Snacks,89.57,2,179.14,162.48,110.11,52.37,5,4,0,Complete
53430,8/25/2025,1:25 PM,4,South,Mobile App,23548,Consumer,Electronics,Phones,45.26,5,226.30,,,,9,2,0,Incomplete
25653,7/18/2025,12:51 PM,33,Midwest,In Store,9652,Consumer,Beauty,Haircare,104.08,2,208.16,188.59,128.20,60.39,7,5,0,Complete
45191,6/27/2025,8:28 AM,43,West,In Store,27217,Consumer,Beauty,Haircare,173.98,3,521.94,479.66,336.05,143.61,9,2,0,Complete
29043,10/29/2025,7:57 AM,30,South,Online,18692,Home Office,Beauty,Fragrance,118.29,2,236.58,177.44,138.40,39.03,5,1,0,Complete
34254,5/12/2025,3:36 AM,73,West,Phone,12043,Consumer,Apparel,Men,81.42,4,325.68,245.89,158.44,87.45,9,,0,Complete
5804,8/3/2023,3:54 AM,32,South,Online,23576,Consumer,Home,Bedding,52.96,2,105.92,101.90,63.95,37.94,1,3,0,Complete
3929,2/11/2023,4:55 PM,59,South,Online,13893,Corporate,Home,Bedding,41.54,1,41.54,,,,5,1,0,Incomplete
31367,7/18/2024,5:42 PM,63,Midwest,Phone,9005,Consumer,Beauty,Haircare,69.95,1,69.95,54.84,40.77,14.07,9,3,0,Complete
14999,2/9/2025,9:32 PM,39,West,Phone,14671,Consumer,Apparel,Women,22.15,0,0.00,0.00,0.00,0.00,5,1,0,Incomplete
40990,1/31/2024,11:05 PM,77,Midwest,Online,27671,Consumer,Home,Bedding,66.71,1,66.71,48.10,39.41,8.69,1,5,0,Complete
13275,9/20/2023,5:55 PM,37,Midwest,Online,24287,Home Office,Electronics,Audio,35.51,0,0.00,0.00,0.00,0.00,7,3,0,Incomplete
44685,3/1/2024,4:11 PM,20,Northeast,Online,8735,Consumer,Grocery,Beverages,65.54,3,196.62,181.68,121.92,59.75,7,2,0,Complete
56356,12/30/2025,12:57 PM,72,South,Online,23096,Consumer,Electronics,Accessories,27.40,4,109.60,102.48,80.49,21.99,9,1,0,Complete
19322,10/31/2024,7:05 PM,73,West,Online,14244,Consumer,Beauty,Makeup,45.20,3,135.60,127.46,75.40,52.07,4,1,0,Complete
11454,7/2/2024,4:23 AM,39,Northeast,Online,12518,Consumer,Home,Bedding,75.18,1,75.18,60.44,33.50,26.95,7,5,0,Complete
32606,4/18/2024,12:52 PM,67,Midwest,In Store,4491,Home Office,Electronics,Phones,45.29,1,45.29,40.99,33.72,7.26,5,5,0,Complete
42522,4/22/2024,11:25 AM,36,Midwest,Mobile App,25605,Home Office,Electronics,Phones,30.29,3,90.87,60.97,50.36,10.61,9,2,0,Complete
47433,10/22/2025,7:40 PM,27,West,Mobile App,7816,Consumer,Home,Furniture,117.80,3,353.40,290.49,200.98,89.52,4,5,0,Complete
32065,2/3/2024,8:10 PM,16,South,Online,21592,Home Office,Electronics,Accessories,19.53,2,39.06,33.59,25.48,8.12,7,2,0,Complete
33951,3/24/2025,5:50 AM,4,West,Mobile App,4812,Home Office,Beauty,Fragrance,70.45,3,211.35,143.51,89.43,54.08,4,2,,Complete
12682,11/28/2024,8:31 PM,71,South,In Store,5999,Consumer,Home,Bedding,66.08,3,198.24,171.28,130.60,40.68,4,4,0,Complete
16872,8/30/2024,2:02 AM,55,South,Online,12910,Consumer,Grocery,Unknown,61.42,4,245.68,193.10,128.75,64.35,8,4,0,Complete
11635,4/13/2025,4:04 AM,59,South,Mobile App,2710,Consumer,Apparel,Unknown,30.94,1,30.94,28.40,19.78,8.62,0,5,0,Complete
2550,10/1/2025,10:30 AM,53,West,In Store,4086,Home Office,Electronics,Audio,14.25,3,42.75,36.42,27.23,9.19,6,3,,Complete
6743,7/21/2025,8:43 AM,8,South,In Store,24873,Home Office,Grocery,Produce,71.07,3,213.21,198.92,130.33,68.59,8,5,0,Complete
16791,11/11/2023,1:45 AM,30,West,Online,19636,Corporate,Apparel,Unknown,51.64,2,103.28,76.63,56.79,19.84,5,5,0,Complete
54589,2/11/2023,3:40 AM,65,West,Online,15001,Consumer,Apparel,Shoes,32.96,5,164.80,,,,4,4,1,Incomplete
12631,2/26/2023,1:25 AM,1,South,Online,9937,Consumer,Home,Unknown,110.77,5,553.85,521.17,,,3,1,0,Incomplete
54454,4/4/2023,3:48 AM,37,South,In Store,6377,Consumer,Grocery,Beverages,14.66,2,29.32,27.09,19.01,8.08,5,,0,Complete
34836,6/27/2025,6:33 AM,57,Northeast,Online,21942,Consumer,Home,Furniture,85.62,5,428.10,378.87,309.76,69.11,9,1,0,Complete
23538,12/5/2025,6:12 PM,16,South,Mobile App,20578,Consumer,Beauty,Makeup,66.80,3,200.40,119.24,,,0,2,0,Incomplete
28266,3/24/2024,4:15 PM,37,Midwest,Online,25549,Home Office,Electronics,Laptops,47.91,1,47.91,35.98,29.15,6.83,8,5,0,Complete
42852,7/12/2025,9:26 AM,12,West,Online,26284,Consumer,Grocery,Produce,16.71,2,33.42,32.99,27.72,5.26,1,3,0,Complete
44541,11/24/2023,1:22 PM,6,Northeast,Online,28899,Consumer,Apparel,Shoes,17.27,3,51.81,37.77,,,4,4,1,Incomplete
7299,7/20/2023,5:34 PM,45,Midwest,Online,14134,Consumer,Apparel,Kids,52.51,0,0.00,0.00,,,7,4,0,Incomplete
3462,5/27/2023,5:24 AM,75,South,Online,28731,Home Office,Apparel,Men,32.19,2,64.38,58.59,34.44,24.14,9,4,0,Complete
53679,7/11/2025,1:51 PM,71,Northeast,Mobile App,24004,Corporate,Electronics,Phones,87.64,3,262.92,164.85,,,5,5,0,Incomplete
8914,1/22/2025,11:28 AM,11,West,Online,23874,Consumer,Home,Kitchen,90.08,3,270.24,212.95,156.32,56.63,9,4,0,Complete
30998,4/15/2025,12:04 AM,75,West,Online,22630,Consumer,Home,Unknown,47.39,2,94.78,82.17,,,8,5,0,Incomplete
22965,3/16/2024,8:09 AM,80,Northeast,Online,11654,Consumer,Beauty,Skincare,,1,,,,,5,2,0,Not Usable
56384,11/17/2024,6:48 AM,23,Midwest,Phone,15171,Consumer,Apparel,Women,32.05,3,96.15,87.78,56.29,31.49,1,5,0,Complete
48481,5/8/2023,1:25 AM,48,Midwest,In Store,17372,Consumer,Home,Bedding,26.28,1,26.28,23.76,14.23,9.53,1,,0,Complete
22995,7/7/2025,9:23 AM,54,West,Phone,4285,Corporate,Electronics,Laptops,21.04,3,63.12,35.60,28.15,7.45,4,2,1,Complete
40034,1/16/2023,7:28 PM,18,Midwest,Online,11726,Home Office,Electronics,Unknown,13.59,1,13.59,7.81,4.73,3.09,1,3,0,Complete
46263,9/28/2023,10:59 PM,45,South,Online,1766,Corporate,Beauty,Unknown,44.73,2,89.46,75.41,44.76,30.65,3,2,0,Complete
59085,2/14/2024,1:08 AM,58,West,Phone,22558,Corporate,Beauty,Haircare,22.82,1,22.82,17.96,,,7,1,0,Incomplete
18601,10/17/2025,3:28 PM,1,South,Online,8638,Consumer,Apparel,Women,22.35,1,22.35,18.64,13.02,5.62,6,2,1,Complete
6037,8/8/2025,5:50 AM,22,Midwest,Mobile App,17293,Home Office,Grocery,Pantry,47.80,3,143.40,50.19,40.31,9.88,8,1,0,Complete
8660,2/20/2025,5:12 AM,11,West,Online,15597,Home Office,Electronics,Audio,124.83,1,124.83,72.03,54.61,17.42,7,4,0,Complete
32110,6/26/2024,7:29 AM,52,West,Online,22240,Consumer,Grocery,Beverages,87.31,3,261.93,234.43,136.02,98.41,3,1,0,Complete
36205,8/8/2024,11:15 AM,25,West,Mobile App,24143,Consumer,Beauty,Makeup,75.91,1,75.91,56.78,43.31,13.47,4,4,0,Complete
50172,2/23/2023,2:53 PM,23,West,Phone,18867,Home Office,Electronics,Audio,58.65,3,175.95,169.26,132.38,36.88,3,3,0,Complete
55368,7/25/2024,2:44 AM,20,West,Mobile App,26166,Home Office,Electronics,Laptops,48.41,0,0.00,0.00,0.00,0.00,1,3,0,Incomplete
43752,11/26/2024,12:53 PM,66,South,Online,7207,Corporate,Home,Bedding,120.41,0,0.00,0.00,0.00,0.00,2,4,0,Incomplete
36760,6/22/2023,12:43 PM,53,Midwest,Online,19169,Consumer,Grocery,Pantry,56.28,2,112.56,99.95,56.30,43.65,6,1,,Complete
48760,1/26/2024,8:18 PM,30,Northeast,Online,5190,Consumer,Home,Decor,47.35,2,94.70,76.80,63.80,13.00,6,3,1,Complete
32769,3/13/2023,11:05 AM,17,South,In Store,26419,Consumer,Apparel,Kids,56.14,1,56.14,44.07,29.37,14.70,8,3,0,Complete
9791,4/15/2023,7:20 AM,31,South,In Store,28346,Home Office,Grocery,Snacks,40.39,4,161.56,148.64,114.25,34.39,4,4,0,Complete
23494,6/3/2024,4:57 PM,64,West,In Store,11058,Consumer,Grocery,Snacks,55.68,2,111.36,101.11,,,6,2,0,Incomplete
35743,2/21/2023,9:30 PM,28,West,In Store,21421,Consumer,Home,Kitchen,116.01,3,348.03,241.53,167.30,74.23,8,4,0,Complete
46508,12/11/2023,1:21 PM,31,Midwest,In Store,11858,Corporate,Beauty,Makeup,43.57,1,43.57,,,,8,2,0,Incomplete
46872,2/28/2023,11:37 PM,10,South,Mobile App,21398,Consumer,Beauty,Haircare,84.42,1,84.42,,,,6,4,0,Incomplete
30214,12/13/2023,10:45 PM,56,Northeast,Phone,12435,Corporate,Apparel,Women,73.22,1,73.22,60.04,47.11,12.93,2,5,0,Complete
26453,7/8/2024,2:14 AM,48,South,Phone,8126,Consumer,Electronics,Phones,39.89,5,199.45,159.16,113.01,46.15,3,1,0,Complete
34098,8/8/2024,6:37 PM,59,West,In Store,1320,Consumer,Home,Bedding,67.92,1,67.92,57.32,37.76,19.57,7,4,0,Complete
19429,12/25/2025,3:23 PM,76,West,In Store,20626,Consumer,Apparel,Shoes,42.11,4,168.44,150.08,112.04,38.04,1,1,0,Complete
23924,7/19/2023,12:48 PM,73,West,Online,19721,Corporate,Home,Unknown,34.17,2,68.34,45.38,25.63,19.75,8,5,0,Complete
59430,8/14/2025,5:20 AM,19,West,Mobile App,10445,Corporate,Apparel,Kids,50.89,3,152.67,110.23,76.93,33.30,4,3,0,Complete
5107,10/14/2024,1:06 PM,36,South,Online,19961,Corporate,Beauty,Fragrance,84.86,2,169.72,135.10,104.17,30.93,6,4,0,Complete
13977,5/13/2023,5:35 AM,23,South,Online,28818,Consumer,Electronics,Audio,90.74,4,362.96,325.94,254.65,71.29,7,2,1,Complete
52631,2/17/2023,3:25 AM,7,Northeast,In Store,9092,Consumer,Grocery,Snacks,162.98,2,325.96,299.56,247.79,51.76,1,1,0,Complete
10610,5/5/2025,7:26 PM,31,Midwest,In Store,20599,Consumer,Apparel,Shoes,55.24,4,220.96,174.34,110.39,63.95,2,1,0,Complete
34409,1/29/2023,1:29 AM,70,Midwest,In Store,29718,Consumer,Home,Kitchen,53.74,1,53.74,35.04,27.14,7.90,7,2,0,Complete
7680,6/9/2023,6:25 AM,43,Midwest,Phone,19782,Home Office,Apparel,Shoes,80.01,1,80.01,76.81,47.74,29.07,9,4,0,Complete
23049,2/8/2024,7:34 AM,32,West,In Store,28551,Home Office,Beauty,Fragrance,89.02,2,178.04,,,,5,3,1,Incomplete
7174,6/16/2025,2:10 PM,47,Midwest,In Store,4140,Home Office,Electronics,Laptops,85.55,3,256.65,253.83,184.12,69.71,4,4,0,Complete
34087,5/22/2025,2:14 AM,54,South,Online,27367,Consumer,Electronics,Laptops,104.64,4,418.56,386.33,281.32,105.01,5,5,0,Complete
31869,5/9/2023,8:05 PM,35,Midwest,Online,20016,Home Office,Beauty,Makeup,50.61,5,253.05,242.17,160.09,82.08,7,1,0,Complete
55567,11/26/2024,8:24 PM,82,South,Mobile App,5636,Consumer,Grocery,Pantry,50.26,1,50.26,,,,1,2,0,Incomplete
12729,5/31/2024,1:06 PM,43,South,Online,20725,Corporate,Beauty,Makeup,25.00,3,75.00,57.98,40.90,17.08,9,,0,Complete
34105,4/10/2024,9:59 PM,76,Northeast,Phone,11122,Home Office,Grocery,Pantry,72.76,3,218.28,96.26,55.79,40.48,6,2,0,Complete
19307,11/19/2023,2:45 AM,56,West,In Store,7579,Consumer,Electronics,Phones,99.79,3,299.37,231.11,174.25,56.86,7,5,0,Complete
46552,10/7/2025,3:02 AM,50,South,Mobile App,24786,Home Office,Beauty,Haircare,28.16,4,112.64,83.92,,,5,2,1,Incomplete
20676,4/20/2025,2:21 PM,57,Northeast,In Store,2937,Home Office,Apparel,Kids,72.47,5,-362.35,-332.64,-263.38,-69.26,5,1,1,Complete
1254,11/13/2023,3:39 PM,41,Northeast,Mobile App,1088,Consumer,Home,Unknown,43.47,6,260.82,236.30,191.53,44.77,6,1,0,Complete
5611,5/8/2024,6:30 AM,51,South,In Store,5854,Home Office,Beauty,Makeup,69.45,3,208.35,204.81,169.85,34.95,6,3,,Complete
33268,2/4/2023,7:27 AM,50,Midwest,Online,7467,Consumer,Home,Kitchen,60.89,5,304.45,227.73,159.95,67.78,9,3,0,Complete
59883,4/25/2023,6:55 PM,79,West,In Store,13528,Corporate,Apparel,Men,169.52,4,678.08,500.42,301.69,198.74,8,2,0,Complete
35544,5/13/2023,9:27 PM,48,South,Online,25627,Home Office,Beauty,Skincare,73.08,2,146.16,140.31,105.57,34.74,9,3,0,Complete
4616,8/15/2023,9:16 AM,62,Northeast,Phone,13314,Consumer,Beauty,Haircare,97.07,0,0.00,0.00,0.00,0.00,4,4,0,Incomplete
55113,2/13/2024,4:23 AM,49,Midwest,Phone,200,Consumer,Beauty,Skincare,28.53,2,57.06,38.34,26.92,11.42,9,5,0,Complete
37970,2/20/2023,2:34 PM,61,Midwest,Online,25712,Consumer,Electronics,Audio,71.14,2,142.28,133.46,82.73,50.73,1,1,0,Complete
48705,5/8/2023,12:25 PM,43,Midwest,Phone,14423,Consumer,Home,Furniture,70.50,5,352.50,249.22,176.74,72.47,6,4,0,Complete
58273,1/31/2025,10:02 PM,76,Northeast,In Store,12405,Home Office,Beauty,Makeup,50.40,5,252.00,244.69,,,9,3,0,Incomplete
40679,7/6/2025,12:03 AM,12,West,In Store,20596,Corporate,Apparel,Women,64.31,4,257.24,177.24,141.42,35.82,3,2,0,Complete
17363,9/11/2025,5:11 PM,6,West,Online,17468,Consumer,Grocery,Produce,111.76,2,223.52,183.96,142.48,41.48,6,4,0,Complete
589,6/13/2023,2:51 AM,66,Midwest,Mobile App,2102,Home Office,Beauty,Fragrance,83.34,3,250.02,224.52,,,1,3,0,Incomplete
6007,3/25/2023,9:20 PM,15,South,Online,17082,Home Office,Grocery,Snacks,88.55,1,88.55,67.74,51.59,16.15,6,3,0,Complete
25976,6/19/2023,9:03 AM,16,South,In Store,20046,Corporate,Electronics,Laptops,,2,,,,,3,4,0,Not Usable
60000,8/22/2024,3:40 PM,42,South,Phone,16408,Consumer,Home,Furniture,41.46,3,124.38,101.99,58.37,43.62,4,5,0,Complete
23679,3/4/2025,8:57 PM,6,South,Online,9901,Corporate,Grocery,Produce,50.15,2,100.30,,,,1,2,0,Incomplete
9127,6/5/2024,11:25 AM,59,West,Mobile App,10709,Home Office,Grocery,Unknown,12.78,2,25.56,23.31,17.86,5.45,5,3,0,Complete
25528,6/25/2025,7:39 AM,42,West,In Store,14115,Home Office,Apparel,Kids,67.60,3,202.80,126.14,70.96,55.18,6,4,0,Complete
42656,3/3/2024,6:21 AM,80,South,In Store,9151,Home Office,Home,Bedding,,0,,,,,7,1,1,Not Usable
39489,1/31/2023,7:37 AM,73,Northeast,Mobile App,5286,Corporate,Beauty,Haircare,27.01,1,27.01,19.07,13.49,5.58,5,3,1,Complete
28869,1/22/2025,12:32 AM,71,Northeast,Online,27744,Home Office,Grocery,Pantry,32.97,3,98.91,82.69,,,7,1,0,Incomplete
43374,4/25/2025,11:56 AM,39,Midwest,In Store,9922,Consumer,Grocery,Beverages,20.23,0,0.00,0.00,0.00,0.00,1,5,0,Incomplete
22268,7/31/2024,12:35 PM,47,Northeast,In Store,3009,Home Office,Electronics,Phones,32.38,4,129.52,83.80,67.34,16.46,7,1,0,Complete
52160,11/29/2025,1:46 AM,56,West,In Store,3413,Home Office,Apparel,Men,145.11,4,580.44,249.59,146.32,103.27,4,3,0,Complete
33872,1/15/2025,7:43 PM,33,South,Online,13807,Home Office,Beauty,Skincare,38.80,1,38.80,33.02,20.87,12.14,8,2,0,Complete
38845,6/17/2025,7:36 PM,70,South,In Store,7619,Home Office,Home,Decor,41.04,2,82.08,65.42,51.19,14.23,4,1,0,Complete
35461,5/15/2024,9:25 AM,68,South,Online,4217,Home Office,Apparel,Unknown,48.96,2,97.92,89.01,70.71,18.30,3,1,0,Complete
5982,12/15/2023,2:25 PM,72,Midwest,In Store,3900,Corporate,Apparel,Kids,80.76,0,0.00,0.00,0.00,0.00,4,1,0,Incomplete
2827,4/3/2024,11:40 PM,25,West,Phone,17968,Corporate,Apparel,Kids,35.09,2,70.18,,,,0,1,0,Incomplete
